index,time,lat,lon,east_cm,north_cm,quality
849,075332.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
850,075332.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
851,075332.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
852,075332.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
853,075332.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
854,075332.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
855,075333.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
856,075333.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
857,075333.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
858,075333.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
859,075333.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
860,075333.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
861,075333.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
862,075333.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
863,075333.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
864,075333.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
865,075334.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
866,075334.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
867,075334.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
868,075334.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
869,075334.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
870,075334.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
871,075334.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
872,075334.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
873,075334.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
